barrio,tipo_gral,anio,mes,franja_grupo,cantidad_crimenes
VILLA DEL PARQUE,Crimenes Viales,2018,8,2,1
VILLA DEL PARQUE,Crimenes Viales,2018,8,3,7
VILLA DEL PARQUE,Crimenes Viales,2018,8,4,6
VILLA DEL PARQUE,Crimenes Viales,2018,9,1,1
VILLA DEL PARQUE,Crimenes Viales,2018,9,2,2
VILLA DEL PARQUE,Crimenes Viales,2018,9,3,1
VILLA DEL PARQUE,Crimenes Viales,2018,9,4,2
VILLA DEL PARQUE,Crimenes Viales,2018,10,3,4
VILLA DEL PARQUE,Crimenes Viales,2018,10,4,4
VILLA DEL PARQUE,Crimenes Viales,2018,11,2,4
VILLA DEL PARQUE,Crimenes Viales,2018,11,3,4
VILLA DEL PARQUE,Crimenes Viales,2018,11,4,5
VILLA DEL PARQUE,Crimenes Viales,2018,12,1,1
VILLA DEL PARQUE,Crimenes Viales,2018,12,3,2
VILLA DEL PARQUE,Crimenes Viales,2018,12,4,6
VILLA DEL PARQUE,Crimenes Viales,2019,1,2,1
VILLA DEL PARQUE,Crimenes Viales,2019,1,3,1
VILLA DEL PARQUE,Crimenes Viales,2019,1,4,5
VILLA DEL PARQUE,Crimenes Viales,2019,2,2,3
VILLA DEL PARQUE,Crimenes Viales,2019,2,3,3
VILLA DEL PARQUE,Crimenes Viales,2019,3,1,1
VILLA DEL PARQUE,Crimenes Viales,2019,3,2,3
VILLA DEL PARQUE,Crimenes Viales,2019,3,3,5
VILLA DEL PARQUE,Crimenes Viales,2019,3,4,2
VILLA DEL PARQUE,Crimenes Viales,2019,4,2,3
VILLA DEL PARQUE,Crimenes Viales,2019,4,3,9
VILLA DEL PARQUE,Crimenes Viales,2019,4,4,5
VILLA DEL PARQUE,Crimenes Viales,2019,5,2,8
VILLA DEL PARQUE,Crimenes Viales,2019,5,3,12
VILLA DEL PARQUE,Crimenes Viales,2019,5,4,3
VILLA DEL PARQUE,Crimenes Viales,2019,6,2,3
VILLA DEL PARQUE,Crimenes Viales,2019,6,3,5
VILLA DEL PARQUE,Crimenes Viales,2019,6,4,5
VILLA DEL PARQUE,Crimenes Viales,2019,7,1,1
VILLA DEL PARQUE,Crimenes Viales,2019,7,2,1
VILLA DEL PARQUE,Crimenes Viales,2019,7,3,7
VILLA DEL PARQUE,Crimenes Viales,2019,8,1,1
VILLA DEL PARQUE,Crimenes Viales,2019,8,2,3
VILLA DEL PARQUE,Crimenes Viales,2019,8,3,3
VILLA DEL PARQUE,Crimenes Viales,2019,8,4,3
VILLA DEL PARQUE,Crimenes Viales,2019,9,2,5
VILLA DEL PARQUE,Crimenes Viales,2019,9,3,5
VILLA DEL PARQUE,Crimenes Viales,2019,9,4,3
VILLA DEL PARQUE,Crimenes Viales,2019,10,3,4
VILLA DEL PARQUE,Crimenes Viales,2019,11,2,1
VILLA DEL PARQUE,Crimenes Viales,2019,11,3,3
VILLA DEL PARQUE,Crimenes Viales,2019,12,3,1
VILLA DEL PARQUE,Crimenes Viales,2019,12,4,1
VILLA DEL PARQUE,Crimenes Viales,2020,3,2,4
VILLA DEL PARQUE,Crimenes Viales,2020,3,3,1
VILLA DEL PARQUE,Crimenes Viales,2020,8,3,4
VILLA DEL PARQUE,Crimenes Viales,2020,8,4,1
VILLA DEL PARQUE,Crimenes Viales,2020,9,2,1
VILLA DEL PARQUE,Crimenes Viales,2020,9,3,3
VILLA DEL PARQUE,Crimenes Viales,2020,9,4,6
VILLA DEL PARQUE,Crimenes Viales,2020,10,2,1
VILLA DEL PARQUE,Crimenes Viales,2020,10,3,4
VILLA DEL PARQUE,Crimenes Viales,2020,10,4,5
VILLA DEL PARQUE,Crimenes Viales,2020,11,2,1
VILLA DEL PARQUE,Crimenes Viales,2020,11,3,3
VILLA DEL PARQUE,Crimenes Viales,2020,11,4,2
VILLA DEL PARQUE,Crimenes Viales,2020,12,2,1
VILLA DEL PARQUE,Crimenes Viales,2020,12,3,4
VILLA DEL PARQUE,Crimenes Viales,2020,12,4,1
VILLA DEL PARQUE,Crimenes Viales,2021,1,3,5
VILLA DEL PARQUE,Crimenes Viales,2021,2,1,1
VILLA DEL PARQUE,Crimenes Viales,2021,2,2,1
VILLA DEL PARQUE,Crimenes Viales,2021,2,3,2
VILLA DEL PARQUE,Crimenes Viales,2021,2,4,1
VILLA DEL PARQUE,Crimenes Viales,2021,3,3,3
VILLA DEL PARQUE,Crimenes Viales,2021,4,2,1
VILLA DEL PARQUE,Crimenes Viales,2021,4,3,4
VILLA DEL PARQUE,Crimenes Viales,2021,4,4,3
VILLA DEL PARQUE,Crimenes Viales,2021,5,3,1
VILLA DEL PARQUE,Crimenes Viales,2021,5,4,1
VILLA DEL PARQUE,Crimenes Viales,2021,6,2,1
VILLA DEL PARQUE,Crimenes Viales,2021,6,3,6
VILLA DEL PARQUE,Crimenes Viales,2021,6,4,1
VILLA DEL PARQUE,Crimenes Viales,2021,7,1,1
VILLA DEL PARQUE,Crimenes Viales,2021,7,2,3
VILLA DEL PARQUE,Crimenes Viales,2021,7,3,5
VILLA DEL PARQUE,Crimenes Viales,2021,7,4,3
VILLA DEL PARQUE,Crimenes Viales,2021,8,2,1
VILLA DEL PARQUE,Crimenes Viales,2021,8,3,5
VILLA DEL PARQUE,Crimenes Viales,2021,8,4,3
VILLA DEL PARQUE,Crimenes Viales,2021,9,1,1
VILLA DEL PARQUE,Crimenes Viales,2021,9,2,2
VILLA DEL PARQUE,Crimenes Viales,2021,9,3,2
VILLA DEL PARQUE,Crimenes Viales,2021,9,4,1
VILLA DEL PARQUE,Crimenes Viales,2021,10,2,1
VILLA DEL PARQUE,Crimenes Viales,2021,10,3,2
VILLA DEL PARQUE,Crimenes Viales,2021,10,4,3
VILLA DEL PARQUE,Crimenes Viales,2021,11,2,1
VILLA DEL PARQUE,Crimenes Viales,2021,11,3,4
VILLA DEL PARQUE,Crimenes Viales,2021,11,4,1
VILLA DEL PARQUE,Crimenes Viales,2021,12,2,2
VILLA DEL PARQUE,Crimenes Viales,2021,12,3,4
VILLA DEL PARQUE,Crimenes Viales,2021,12,4,3
VILLA DEL PARQUE,Crimenes Viales,2022,1,1,1
VILLA DEL PARQUE,Crimenes Viales,2022,1,2,1
VILLA DEL PARQUE,Crimenes Viales,2022,1,3,1
VILLA DEL PARQUE,Crimenes Viales,2022,1,4,2
VILLA DEL PARQUE,Crimenes Viales,2022,2,2,1
VILLA DEL PARQUE,Crimenes Viales,2022,2,3,2
VILLA DEL PARQUE,Crimenes Viales,2022,2,4,1
VILLA DEL PARQUE,Crimenes Viales,2022,3,3,5
VILLA DEL PARQUE,Crimenes Viales,2022,3,4,3
VILLA DEL PARQUE,Crimenes Viales,2022,4,1,1
VILLA DEL PARQUE,Crimenes Viales,2022,4,2,1
VILLA DEL PARQUE,Crimenes Viales,2022,4,3,3
VILLA DEL PARQUE,Crimenes Viales,2022,4,4,5
VILLA DEL PARQUE,Crimenes Viales,2022,5,2,5
VILLA DEL PARQUE,Crimenes Viales,2022,5,3,4
VILLA DEL PARQUE,Crimenes Viales,2022,5,4,4
VILLA DEL PARQUE,Crimenes Viales,2022,6,1,1
VILLA DEL PARQUE,Crimenes Viales,2022,6,2,2
VILLA DEL PARQUE,Crimenes Viales,2022,6,3,8
VILLA DEL PARQUE,Crimenes Viales,2022,6,4,5
VILLA DEL PARQUE,Crimenes Viales,2022,7,3,1
VILLA DEL PARQUE,Crimenes Viales,2022,7,4,1
VILLA DEL PARQUE,Crimenes Viales,2022,8,2,3
VILLA DEL PARQUE,Crimenes Viales,2022,8,3,3
VILLA DEL PARQUE,Crimenes Viales,2022,8,4,1
VILLA DEL PARQUE,Crimenes Viales,2022,9,2,1
VILLA DEL PARQUE,Crimenes Viales,2022,9,3,3
VILLA DEL PARQUE,Crimenes Viales,2022,9,4,2
VILLA DEL PARQUE,Crimenes Viales,2022,10,2,5
VILLA DEL PARQUE,Crimenes Viales,2022,10,3,1
VILLA DEL PARQUE,Crimenes Viales,2022,10,4,1
VILLA DEL PARQUE,Crimenes Viales,2022,11,2,1
VILLA DEL PARQUE,Crimenes Viales,2022,11,3,3
VILLA DEL PARQUE,Crimenes Viales,2022,11,4,1
VILLA DEL PARQUE,Crimenes Viales,2022,12,2,2
VILLA DEL PARQUE,Crimenes Viales,2022,12,3,1
VILLA DEL PARQUE,Crimenes Viales,2022,12,4,3
VILLA DEL PARQUE,Crimenes Violentos,2018,1,1,9
VILLA DEL PARQUE,Crimenes Violentos,2018,1,2,7
VILLA DEL PARQUE,Crimenes Violentos,2018,1,3,16
VILLA DEL PARQUE,Crimenes Violentos,2018,1,4,10
VILLA DEL PARQUE,Crimenes Violentos,2018,2,1,5
VILLA DEL PARQUE,Crimenes Violentos,2018,2,2,5
VILLA DEL PARQUE,Crimenes Violentos,2018,2,3,13
VILLA DEL PARQUE,Crimenes Violentos,2018,2,4,15
VILLA DEL PARQUE,Crimenes Violentos,2018,3,1,8
VILLA DEL PARQUE,Crimenes Violentos,2018,3,2,14
VILLA DEL PARQUE,Crimenes Violentos,2018,3,3,8
VILLA DEL PARQUE,Crimenes Violentos,2018,3,4,19
VILLA DEL PARQUE,Crimenes Violentos,2018,4,1,7
VILLA DEL PARQUE,Crimenes Violentos,2018,4,2,3
VILLA DEL PARQUE,Crimenes Violentos,2018,4,3,7
VILLA DEL PARQUE,Crimenes Violentos,2018,4,4,10
VILLA DEL PARQUE,Crimenes Violentos,2018,5,1,6
VILLA DEL PARQUE,Crimenes Violentos,2018,5,2,10
VILLA DEL PARQUE,Crimenes Violentos,2018,5,3,6
VILLA DEL PARQUE,Crimenes Violentos,2018,5,4,11
VILLA DEL PARQUE,Crimenes Violentos,2018,6,1,6
VILLA DEL PARQUE,Crimenes Violentos,2018,6,2,7
VILLA DEL PARQUE,Crimenes Violentos,2018,6,3,3
VILLA DEL PARQUE,Crimenes Violentos,2018,6,4,12
VILLA DEL PARQUE,Crimenes Violentos,2018,7,1,3
VILLA DEL PARQUE,Crimenes Violentos,2018,7,2,2
VILLA DEL PARQUE,Crimenes Violentos,2018,7,3,6
VILLA DEL PARQUE,Crimenes Violentos,2018,7,4,5
VILLA DEL PARQUE,Crimenes Violentos,2018,8,1,1
VILLA DEL PARQUE,Crimenes Violentos,2018,8,2,2
VILLA DEL PARQUE,Crimenes Violentos,2018,8,3,4
VILLA DEL PARQUE,Crimenes Violentos,2018,8,4,7
VILLA DEL PARQUE,Crimenes Violentos,2018,9,1,8
VILLA DEL PARQUE,Crimenes Violentos,2018,9,2,10
VILLA DEL PARQUE,Crimenes Violentos,2018,9,3,13
VILLA DEL PARQUE,Crimenes Violentos,2018,9,4,7
VILLA DEL PARQUE,Crimenes Violentos,2018,10,1,1
VILLA DEL PARQUE,Crimenes Violentos,2018,10,2,1
VILLA DEL PARQUE,Crimenes Violentos,2018,10,3,7
VILLA DEL PARQUE,Crimenes Violentos,2018,10,4,10
VILLA DEL PARQUE,Crimenes Violentos,2018,11,1,3
VILLA DEL PARQUE,Crimenes Violentos,2018,11,2,5
VILLA DEL PARQUE,Crimenes Violentos,2018,11,3,11
VILLA DEL PARQUE,Crimenes Violentos,2018,11,4,16
VILLA DEL PARQUE,Crimenes Violentos,2018,12,1,13
VILLA DEL PARQUE,Crimenes Violentos,2018,12,2,15
VILLA DEL PARQUE,Crimenes Violentos,2018,12,3,14
VILLA DEL PARQUE,Crimenes Violentos,2018,12,4,22
VILLA DEL PARQUE,Crimenes Violentos,2019,1,1,14
VILLA DEL PARQUE,Crimenes Violentos,2019,1,2,9
VILLA DEL PARQUE,Crimenes Violentos,2019,1,3,12
VILLA DEL PARQUE,Crimenes Violentos,2019,1,4,20
VILLA DEL PARQUE,Crimenes Violentos,2019,2,1,1
VILLA DEL PARQUE,Crimenes Violentos,2019,2,2,5
VILLA DEL PARQUE,Crimenes Violentos,2019,2,3,20
VILLA DEL PARQUE,Crimenes Violentos,2019,2,4,13
VILLA DEL PARQUE,Crimenes Violentos,2019,3,1,5
VILLA DEL PARQUE,Crimenes Violentos,2019,3,2,7
VILLA DEL PARQUE,Crimenes Violentos,2019,3,3,14
VILLA DEL PARQUE,Crimenes Violentos,2019,3,4,15
VILLA DEL PARQUE,Crimenes Violentos,2019,4,1,6
VILLA DEL PARQUE,Crimenes Violentos,2019,4,2,10
VILLA DEL PARQUE,Crimenes Violentos,2019,4,3,12
VILLA DEL PARQUE,Crimenes Violentos,2019,4,4,15
VILLA DEL PARQUE,Crimenes Violentos,2019,5,1,7
VILLA DEL PARQUE,Crimenes Violentos,2019,5,2,13
VILLA DEL PARQUE,Crimenes Violentos,2019,5,3,14
VILLA DEL PARQUE,Crimenes Violentos,2019,5,4,9
VILLA DEL PARQUE,Crimenes Violentos,2019,6,1,2
VILLA DEL PARQUE,Crimenes Violentos,2019,6,2,6
VILLA DEL PARQUE,Crimenes Violentos,2019,6,3,8
VILLA DEL PARQUE,Crimenes Violentos,2019,6,4,13
VILLA DEL PARQUE,Crimenes Violentos,2019,7,1,6
VILLA DEL PARQUE,Crimenes Violentos,2019,7,2,3
VILLA DEL PARQUE,Crimenes Violentos,2019,7,3,19
VILLA DEL PARQUE,Crimenes Violentos,2019,7,4,14
VILLA DEL PARQUE,Crimenes Violentos,2019,8,1,5
VILLA DEL PARQUE,Crimenes Violentos,2019,8,2,10
VILLA DEL PARQUE,Crimenes Violentos,2019,8,3,7
VILLA DEL PARQUE,Crimenes Violentos,2019,8,4,20
VILLA DEL PARQUE,Crimenes Violentos,2019,9,1,3
VILLA DEL PARQUE,Crimenes Violentos,2019,9,2,5
VILLA DEL PARQUE,Crimenes Violentos,2019,9,3,15
VILLA DEL PARQUE,Crimenes Violentos,2019,9,4,15
VILLA DEL PARQUE,Crimenes Violentos,2019,10,1,3
VILLA DEL PARQUE,Crimenes Violentos,2019,10,2,4
VILLA DEL PARQUE,Crimenes Violentos,2019,10,3,13
VILLA DEL PARQUE,Crimenes Violentos,2019,10,4,10
VILLA DEL PARQUE,Crimenes Violentos,2019,11,1,8
VILLA DEL PARQUE,Crimenes Violentos,2019,11,2,11
VILLA DEL PARQUE,Crimenes Violentos,2019,11,3,16
VILLA DEL PARQUE,Crimenes Violentos,2019,11,4,6
VILLA DEL PARQUE,Crimenes Violentos,2019,12,1,7
VILLA DEL PARQUE,Crimenes Violentos,2019,12,2,4
VILLA DEL PARQUE,Crimenes Violentos,2019,12,3,7
VILLA DEL PARQUE,Crimenes Violentos,2019,12,4,4
VILLA DEL PARQUE,Crimenes Violentos,2020,3,1,3
VILLA DEL PARQUE,Crimenes Violentos,2020,3,2,7
VILLA DEL PARQUE,Crimenes Violentos,2020,3,3,10
VILLA DEL PARQUE,Crimenes Violentos,2020,3,4,17
VILLA DEL PARQUE,Crimenes Violentos,2020,8,1,1
VILLA DEL PARQUE,Crimenes Violentos,2020,8,2,3
VILLA DEL PARQUE,Crimenes Violentos,2020,8,3,9
VILLA DEL PARQUE,Crimenes Violentos,2020,8,4,6
VILLA DEL PARQUE,Crimenes Violentos,2020,9,1,9
VILLA DEL PARQUE,Crimenes Violentos,2020,9,2,1
VILLA DEL PARQUE,Crimenes Violentos,2020,9,3,6
VILLA DEL PARQUE,Crimenes Violentos,2020,9,4,3
VILLA DEL PARQUE,Crimenes Violentos,2020,10,1,2
VILLA DEL PARQUE,Crimenes Violentos,2020,10,2,1
VILLA DEL PARQUE,Crimenes Violentos,2020,10,3,5
VILLA DEL PARQUE,Crimenes Violentos,2020,10,4,14
VILLA DEL PARQUE,Crimenes Violentos,2020,11,1,4
VILLA DEL PARQUE,Crimenes Violentos,2020,11,2,5
VILLA DEL PARQUE,Crimenes Violentos,2020,11,3,9
VILLA DEL PARQUE,Crimenes Violentos,2020,11,4,7
VILLA DEL PARQUE,Crimenes Violentos,2020,12,1,5
VILLA DEL PARQUE,Crimenes Violentos,2020,12,2,4
VILLA DEL PARQUE,Crimenes Violentos,2020,12,3,8
VILLA DEL PARQUE,Crimenes Violentos,2020,12,4,9
VILLA DEL PARQUE,Crimenes Violentos,2021,1,1,3
VILLA DEL PARQUE,Crimenes Violentos,2021,1,2,5
VILLA DEL PARQUE,Crimenes Violentos,2021,1,3,18
VILLA DEL PARQUE,Crimenes Violentos,2021,1,4,7
VILLA DEL PARQUE,Crimenes Violentos,2021,2,1,5
VILLA DEL PARQUE,Crimenes Violentos,2021,2,2,9
VILLA DEL PARQUE,Crimenes Violentos,2021,2,3,16
VILLA DEL PARQUE,Crimenes Violentos,2021,2,4,5
VILLA DEL PARQUE,Crimenes Violentos,2021,3,1,5
VILLA DEL PARQUE,Crimenes Violentos,2021,3,2,6
VILLA DEL PARQUE,Crimenes Violentos,2021,3,3,5
VILLA DEL PARQUE,Crimenes Violentos,2021,3,4,6
VILLA DEL PARQUE,Crimenes Violentos,2021,4,1,3
VILLA DEL PARQUE,Crimenes Violentos,2021,4,2,4
VILLA DEL PARQUE,Crimenes Violentos,2021,4,3,5
VILLA DEL PARQUE,Crimenes Violentos,2021,4,4,9
VILLA DEL PARQUE,Crimenes Violentos,2021,5,1,3
VILLA DEL PARQUE,Crimenes Violentos,2021,5,2,7
VILLA DEL PARQUE,Crimenes Violentos,2021,5,3,4
VILLA DEL PARQUE,Crimenes Violentos,2021,5,4,10
VILLA DEL PARQUE,Crimenes Violentos,2021,6,1,1
VILLA DEL PARQUE,Crimenes Violentos,2021,6,2,2
VILLA DEL PARQUE,Crimenes Violentos,2021,6,3,2
VILLA DEL PARQUE,Crimenes Violentos,2021,6,4,7
VILLA DEL PARQUE,Crimenes Violentos,2021,7,1,3
VILLA DEL PARQUE,Crimenes Violentos,2021,7,2,3
VILLA DEL PARQUE,Crimenes Violentos,2021,7,3,9
VILLA DEL PARQUE,Crimenes Violentos,2021,7,4,5
VILLA DEL PARQUE,Crimenes Violentos,2021,8,1,2
VILLA DEL PARQUE,Crimenes Violentos,2021,8,2,5
VILLA DEL PARQUE,Crimenes Violentos,2021,8,3,8
VILLA DEL PARQUE,Crimenes Violentos,2021,8,4,3
VILLA DEL PARQUE,Crimenes Violentos,2021,9,1,1
VILLA DEL PARQUE,Crimenes Violentos,2021,9,2,5
VILLA DEL PARQUE,Crimenes Violentos,2021,9,3,9
VILLA DEL PARQUE,Crimenes Violentos,2021,9,4,3
VILLA DEL PARQUE,Crimenes Violentos,2021,10,1,3
VILLA DEL PARQUE,Crimenes Violentos,2021,10,2,6
VILLA DEL PARQUE,Crimenes Violentos,2021,10,3,8
VILLA DEL PARQUE,Crimenes Violentos,2021,10,4,9
VILLA DEL PARQUE,Crimenes Violentos,2021,11,1,7
VILLA DEL PARQUE,Crimenes Violentos,2021,11,2,10
VILLA DEL PARQUE,Crimenes Violentos,2021,11,3,11
VILLA DEL PARQUE,Crimenes Violentos,2021,11,4,6
VILLA DEL PARQUE,Crimenes Violentos,2021,12,1,4
VILLA DEL PARQUE,Crimenes Violentos,2021,12,2,8
VILLA DEL PARQUE,Crimenes Violentos,2021,12,3,7
VILLA DEL PARQUE,Crimenes Violentos,2021,12,4,13
VILLA DEL PARQUE,Crimenes Violentos,2022,1,1,4
VILLA DEL PARQUE,Crimenes Violentos,2022,1,2,1
VILLA DEL PARQUE,Crimenes Violentos,2022,1,3,7
VILLA DEL PARQUE,Crimenes Violentos,2022,1,4,7
VILLA DEL PARQUE,Crimenes Violentos,2022,2,1,5
VILLA DEL PARQUE,Crimenes Violentos,2022,2,2,3
VILLA DEL PARQUE,Crimenes Violentos,2022,2,3,7
VILLA DEL PARQUE,Crimenes Violentos,2022,2,4,7
VILLA DEL PARQUE,Crimenes Violentos,2022,3,1,5
VILLA DEL PARQUE,Crimenes Violentos,2022,3,2,7
VILLA DEL PARQUE,Crimenes Violentos,2022,3,3,6
VILLA DEL PARQUE,Crimenes Violentos,2022,3,4,10
VILLA DEL PARQUE,Crimenes Violentos,2022,4,1,2
VILLA DEL PARQUE,Crimenes Violentos,2022,4,2,8
VILLA DEL PARQUE,Crimenes Violentos,2022,4,3,8
VILLA DEL PARQUE,Crimenes Violentos,2022,4,4,9
VILLA DEL PARQUE,Crimenes Violentos,2022,5,1,3
VILLA DEL PARQUE,Crimenes Violentos,2022,5,2,2
VILLA DEL PARQUE,Crimenes Violentos,2022,5,3,6
VILLA DEL PARQUE,Crimenes Violentos,2022,5,4,3
VILLA DEL PARQUE,Crimenes Violentos,2022,6,1,5
VILLA DEL PARQUE,Crimenes Violentos,2022,6,2,4
VILLA DEL PARQUE,Crimenes Violentos,2022,6,3,7
VILLA DEL PARQUE,Crimenes Violentos,2022,6,4,5
VILLA DEL PARQUE,Crimenes Violentos,2022,7,1,4
VILLA DEL PARQUE,Crimenes Violentos,2022,7,2,8
VILLA DEL PARQUE,Crimenes Violentos,2022,7,3,5
VILLA DEL PARQUE,Crimenes Violentos,2022,7,4,6
VILLA DEL PARQUE,Crimenes Violentos,2022,8,1,3
VILLA DEL PARQUE,Crimenes Violentos,2022,8,2,6
VILLA DEL PARQUE,Crimenes Violentos,2022,8,3,4
VILLA DEL PARQUE,Crimenes Violentos,2022,8,4,8
VILLA DEL PARQUE,Crimenes Violentos,2022,9,1,6
VILLA DEL PARQUE,Crimenes Violentos,2022,9,2,9
VILLA DEL PARQUE,Crimenes Violentos,2022,9,3,8
VILLA DEL PARQUE,Crimenes Violentos,2022,9,4,6
VILLA DEL PARQUE,Crimenes Violentos,2022,10,1,2
VILLA DEL PARQUE,Crimenes Violentos,2022,10,2,6
VILLA DEL PARQUE,Crimenes Violentos,2022,10,3,7
VILLA DEL PARQUE,Crimenes Violentos,2022,10,4,9
VILLA DEL PARQUE,Crimenes Violentos,2022,11,1,4
VILLA DEL PARQUE,Crimenes Violentos,2022,11,3,9
VILLA DEL PARQUE,Crimenes Violentos,2022,11,4,6
VILLA DEL PARQUE,Crimenes Violentos,2022,12,1,2
VILLA DEL PARQUE,Crimenes Violentos,2022,12,2,2
VILLA DEL PARQUE,Crimenes Violentos,2022,12,3,7
VILLA DEL PARQUE,Crimenes Violentos,2022,12,4,5
VILLA DEVOTO,Crimenes No Violentos,2018,1,1,18
VILLA DEVOTO,Crimenes No Violentos,2018,1,2,13
VILLA DEVOTO,Crimenes No Violentos,2018,1,3,40
VILLA DEVOTO,Crimenes No Violentos,2018,1,4,75
VILLA DEVOTO,Crimenes No Violentos,2018,2,1,12
VILLA DEVOTO,Crimenes No Violentos,2018,2,2,22
VILLA DEVOTO,Crimenes No Violentos,2018,2,3,38
VILLA DEVOTO,Crimenes No Violentos,2018,2,4,50
VILLA DEVOTO,Crimenes No Violentos,2018,3,1,16
VILLA DEVOTO,Crimenes No Violentos,2018,3,2,21
VILLA DEVOTO,Crimenes No Violentos,2018,3,3,31
VILLA DEVOTO,Crimenes No Violentos,2018,3,4,61
VILLA DEVOTO,Crimenes No Violentos,2018,4,1,15
VILLA DEVOTO,Crimenes No Violentos,2018,4,2,29
VILLA DEVOTO,Crimenes No Violentos,2018,4,3,35
VILLA DEVOTO,Crimenes No Violentos,2018,4,4,48
VILLA DEVOTO,Crimenes No Violentos,2018,5,1,10
VILLA DEVOTO,Crimenes No Violentos,2018,5,2,26
VILLA DEVOTO,Crimenes No Violentos,2018,5,3,47
VILLA DEVOTO,Crimenes No Violentos,2018,5,4,67
VILLA DEVOTO,Crimenes No Violentos,2018,6,1,20
VILLA DEVOTO,Crimenes No Violentos,2018,6,2,22
VILLA DEVOTO,Crimenes No Violentos,2018,6,3,44
VILLA DEVOTO,Crimenes No Violentos,2018,6,4,49
VILLA DEVOTO,Crimenes No Violentos,2018,7,1,15
VILLA DEVOTO,Crimenes No Violentos,2018,7,2,14
VILLA DEVOTO,Crimenes No Violentos,2018,7,3,36
VILLA DEVOTO,Crimenes No Violentos,2018,7,4,72
VILLA DEVOTO,Crimenes No Violentos,2018,8,1,14
VILLA DEVOTO,Crimenes No Violentos,2018,8,2,26
VILLA DEVOTO,Crimenes No Violentos,2018,8,3,44
VILLA DEVOTO,Crimenes No Violentos,2018,8,4,53
VILLA DEVOTO,Crimenes No Violentos,2018,9,1,6
VILLA DEVOTO,Crimenes No Violentos,2018,9,2,16
VILLA DEVOTO,Crimenes No Violentos,2018,9,3,47
VILLA DEVOTO,Crimenes No Violentos,2018,9,4,62
VILLA DEVOTO,Crimenes No Violentos,2018,10,1,13
VILLA DEVOTO,Crimenes No Violentos,2018,10,2,17
VILLA DEVOTO,Crimenes No Violentos,2018,10,3,36
VILLA DEVOTO,Crimenes No Violentos,2018,10,4,53
VILLA DEVOTO,Crimenes No Violentos,2018,11,1,17
VILLA DEVOTO,Crimenes No Violentos,2018,11,2,24
VILLA DEVOTO,Crimenes No Violentos,2018,11,3,39
VILLA DEVOTO,Crimenes No Violentos,2018,11,4,44
VILLA DEVOTO,Crimenes No Violentos,2018,12,1,20
VILLA DEVOTO,Crimenes No Violentos,2018,12,2,24
VILLA DEVOTO,Crimenes No Violentos,2018,12,3,44
VILLA DEVOTO,Crimenes No Violentos,2018,12,4,41
VILLA DEVOTO,Crimenes No Violentos,2019,1,1,10
VILLA DEVOTO,Crimenes No Violentos,2019,1,2,24
VILLA DEVOTO,Crimenes No Violentos,2019,1,3,33
VILLA DEVOTO,Crimenes No Violentos,2019,1,4,43
VILLA DEVOTO,Crimenes No Violentos,2019,2,1,17
VILLA DEVOTO,Crimenes No Violentos,2019,2,2,17
VILLA DEVOTO,Crimenes No Violentos,2019,2,3,40
VILLA DEVOTO,Crimenes No Violentos,2019,2,4,46
VILLA DEVOTO,Crimenes No Violentos,2019,3,1,9
VILLA DEVOTO,Crimenes No Violentos,2019,3,2,21
VILLA DEVOTO,Crimenes No Violentos,2019,3,3,44
VILLA DEVOTO,Crimenes No Violentos,2019,3,4,62
VILLA DEVOTO,Crimenes No Violentos,2019,4,1,8
VILLA DEVOTO,Crimenes No Violentos,2019,4,2,22
VILLA DEVOTO,Crimenes No Violentos,2019,4,3,40
VILLA DEVOTO,Crimenes No Violentos,2019,4,4,55
VILLA DEVOTO,Crimenes No Violentos,2019,5,1,10
VILLA DEVOTO,Crimenes No Violentos,2019,5,2,26
VILLA DEVOTO,Crimenes No Violentos,2019,5,3,46
VILLA DEVOTO,Crimenes No Violentos,2019,5,4,72
VILLA DEVOTO,Crimenes No Violentos,2019,6,1,13
VILLA DEVOTO,Crimenes No Violentos,2019,6,2,34
VILLA DEVOTO,Crimenes No Violentos,2019,6,3,44
VILLA DEVOTO,Crimenes No Violentos,2019,6,4,49
VILLA DEVOTO,Crimenes No Violentos,2019,7,1,16
VILLA DEVOTO,Crimenes No Violentos,2019,7,2,24
VILLA DEVOTO,Crimenes No Violentos,2019,7,3,34
VILLA DEVOTO,Crimenes No Violentos,2019,7,4,43
VILLA DEVOTO,Crimenes No Violentos,2019,8,1,2
VILLA DEVOTO,Crimenes No Violentos,2019,8,2,24
VILLA DEVOTO,Crimenes No Violentos,2019,8,3,26
VILLA DEVOTO,Crimenes No Violentos,2019,8,4,38
VILLA DEVOTO,Crimenes No Violentos,2019,9,1,16
VILLA DEVOTO,Crimenes No Violentos,2019,9,2,21
VILLA DEVOTO,Crimenes No Violentos,2019,9,3,45
VILLA DEVOTO,Crimenes No Violentos,2019,9,4,54
VILLA DEVOTO,Crimenes No Violentos,2019,10,1,15
VILLA DEVOTO,Crimenes No Violentos,2019,10,2,21
VILLA DEVOTO,Crimenes No Violentos,2019,10,3,38
VILLA DEVOTO,Crimenes No Violentos,2019,10,4,51
VILLA DEVOTO,Crimenes No Violentos,2019,11,1,47
VILLA DEVOTO,Crimenes No Violentos,2019,11,2,13
VILLA DEVOTO,Crimenes No Violentos,2019,11,3,20
VILLA DEVOTO,Crimenes No Violentos,2019,11,4,38
VILLA DEVOTO,Crimenes No Violentos,2019,12,1,42
